	INDEX	PRE	KWIC	POST	FILE	GENRE	VERB_TYPE	POS	VERB_FORM	METAPHOR.MUSIC	MOTION_TYPE	Deictic	COMMENT	LEMMA
417	254	  Wagner’s career: the 18-year-old monarch, newly  	ascended	 to the throne, retrieved Wagner from fina	19thMR09-6.2_3074a_A.txt	aca	path	verb	past_participle	no				ascend
1000	51	 ase ends on 2,necessitating a final postlude that 	descends	 to the tonic.The first A section Example 	BF06spring_biamonte_A.txt	aca	path	verb	3_present	yes	translational	no		descend
1623	68	 orthy interpretation, the choir's luminous voices 	floating	 to the top of the chapel's vaulted 	CT24jvr200312.txt	news	manner	verb	ing	no	NA	NA	acoustic sounds	float
864	576	  which the Innocents must daub their faces before 	descending	 to their deaths in a charnel house of 	IR1412ap200408.txt	news	path	verb	ing	no	NA	NA		descend
143	1285	 fully.  These three ensembles represent different 	approaches	 to these  symphonies, some more success	SECM07-10.txt	aca	path	N	3_present	no	NA	NA		approach
144	1604	  ahead of it to reshape and deepen its 	approach	 to these famously demanding, endlessly re	CT111jvr161007.txt	news	path	N	infinitive	no	NA	NA		approach
145	2496	  took a more realistic and less technology-based 	approach	 to this anthropomorphic fable than he did	WSJ109hw280611.txt	news	path	N	infinitive	no	NA	NA		approach
611	4665	 ra and its dazzling conductor Gustavo Dudamel are 	coming	 to town. But the town isn’t London, 	TT176jn200612.txt	news	path	verb	ing	L	NA	NA		come
1325	4152	 ore By Robert Battey, Published: May 9, 2011 I am 	going	 to try to avoid all the cliches about 	WP235rb090511.txt	news	path	verb	ing	no	NA	NA		go
754	1259	  of such an event, but as we have 	come	 to understand, meaning is also dependent on c	OS10-15.1_276a.txt	aca	path	verb	past_participle	no	NA	NA		come
146	2439	 Márta Sebestyén have teamed up for an alternative 	approach	 to understanding Bartók, one that's trans	WP558various171108.txt	news	path	N	infinitive	no	NA	NA		approach
755	1665	  evidence in this case, such as it is, 	comes	 to us with enormous precision in something c	18thM10-7.1_042Xa.txt	aca	path	verb	3_present	no	NA	NA		come
147	898	 ’. While there are drawbacks in taking an extreme 	approach	 to using new musical/sonic languages in g	OS09-14.2_260a.txt	aca	path	N	infinitive	no	NA	NA		approach
1328	2273	  composer’s own description, but Pires wasn’t 	going	 to vamp up the emotion: the first had 	IR51mc040112.txt	news	path	verb	ing	no	NA	NA		go
756	348	 sion  with political implications that the church 	came	 to view as a threat.69 After  the movement’	EMH10-29_Marsh_A.txt	aca	path	verb	past	no	NA	NA		come
148	1290	 recrow Press inc.,  1988), 61.   3 Morton Cooper, 	Approaches	 to Vocal Rehabilitation  (Springfield, 	TCS09-1.1_Cottrell.txt	aca	path	N	3_present	no	NA	NA		approach
848	614	 , nobility and majesty. Muti’s performances never 	descend	 to vulgarity of phrasing or excessive dyna	TT619rc160311.txt	news	path	verb	infinitive	no	NA	NA		descend
1275	4402	  the time, they split into hostile factions and 	go	 to war. Mr. Glass's signature repetitive musica	WSJ84hw040612.txt	news	path	verb	infinitive	no	NA	NA		go
149	414	 arts to some extent from the customary analytical 	approaches	 to Webern’s pre-serial music. First, pr	MA07-26.1:2_197.txt	aca	path	N	3_present	no	NA	NA		approach
150	1706	  or Sullen Art, show Watkins' rather Brittenesque 	approach	 to word setting; his instrumental writing	GCDR76ac240512.txt	news	path	N	infinitive	no	NA	NA		approach
757	251	  The latter was an important (although    ‘Now i 	come	 to you, ladies, after so much time’    Fig. 1	COJ10-22.1_Treadwell_A.txt	aca	path	verb	infinitive	no	NA	NA		come
796	2724	 Diabelli Variations, given an uneven account that 	came	 together best in the later and more meditativ	GLR682mk300511.txt	news	path	verb	past	no	translational	NA	come together = to work	come
275	255	 welve Apostles’, a supposed group of builders who 	arrived	 together from Germany to teach the British	18thM10-7.1_0467a_A.txt	aca	path	verb	past	L	translational	NA		arrive
797	722	  phrases is redeemed by the fact that they 	come	 together in stable, fused sonorities at point	MA03-22.3_15.txt	aca	path	verb	infinitive	no	translational	NA	in a fugue, lines come together	come
798	880	  5, 7, 11}, one of the two dominant sevenths that 	came	 together in the first chord, and of 4–27 {2, 	MA07-26.1:2_807.txt	aca	path	verb	past	no	translational	NA		come
341	416	  early Piano Quartet and then, like buses, two 	arrive	 together.     Pappano himself took the pian	IR701es280211.txt	news	path	verb	infinitive	no	translational	NA		arrive
1920	7	  each would have been trailing had they all 	raced	 together. Such an illustration, or even just	20thM09-6.1_071a_A.txt	aca	manner	verb	past	L	NA	NA		race
276	424	  effect, the final scene (where we do all 	arrive	 together) was jaw-droppingly operatic. No, 	IR772es140710.txt	news	path	verb	infinitive	L	translational	NA		arrive
1855	64	  upon it intuitively, that his sense of musical 	pacing	 told him  that this was the spot for 	19thMR10-7.1_1166a_A.txt	aca	manner	N	ing	yes	Self-contained	no		pace
1673	22	 shkin, Complete Prose Fiction, 219.    mimics the 	meandering	 tonal areas of Herman’s theme by 	JM12.txt	aca	manner	ADJ	ing	yes	Self-contained	no	in adjectival uses the ground is backgrounded by default, so ESM reading is likely	meander
1578	38	  language as a corollary toWagner’s wandering or 	floating	 tonality. One aspect of tonal organisatio	MA09-28.1_40.txt	aca	manner	ADJ	ing	yes	Self-contained	no		float
1579	88	 chini, all of them delivered with that rapturous, 	floating	 tone that makes her so special. Jérôme Co	GCDR70ta070612.txt	news	manner	ADJ	ing	yes	Self-contained	no		float
1580	182	  and hand signals to shape the sprawl. Long, 	floating	 tones in Sections 22 through 26 amounted 	NYT397ss260409.txt	news	manner	ADJ	ing	yes	Self-contained	no		float
386	20	  way, the Level ii chromatic disturbance seems to 	arrive	 too abruptly—that  is, after only a single,	BF06fall_horne_A.txt	aca	path	verb	infinitive	yes	translational	yes	meaning of „be there“	arrive
387	14	 kes its place (cadentially thwarted though it is) 	arrives	 too early, but so forcefully that it becom	BF05fall_samarotto_A.txt	aca	path	verb	3_present	yes	translational	yes		arrive
1254	299	 wering of the critical voice could not, however, 	go	 too far and descend to the popular level 	JM22.txt	aca	path	verb	infinitive	no	NA	NA		go
1312	526	  observation’, that they can no longer occur ‘is 	going	 too far’ (Busch 1991, p. 14).Yet if the noti	MA07-26.1:2_197.txt	aca	path	verb	ing	no	NA	NA		go
758	4499	  him descend into hell. Still, that stage trick 	came	 too late to alter the impression of a 	NYT523at141011.txt	news	path	verb	past	no	NA	NA		come
388	312	  climax of this piece too seemed mistimed; it 	arrived	 too late to be effective. No matter. The 	CT593dt120494.txt	news	path	verb	past	yes	translational	yes		arrive
342	304	 is, conductor, Berlioz: Les Troyens (LSO Live): 	Arriving	 too late to be included in last year'	CT214CDjvr151202.txt	news	path	verb	ing	no	translational	NA		arrive
1384	72	  and a half—have known how these works 	go	 too well to become easily  invested in their 	BF04spring_knapp_A.txt	aca	path	verb	infinitive	yes	translational	no	used like a manner verb	go
1581	3	  1822), mm.1–6.   narrow range,with a slow-moving,	floating	 top voice (in a higher,cantabile range  t	BF07spring_waltz_A.txt	aca	manner	ADJ	ing	yes	Self-contained	no		float
1922	10	 the quartets, numbers 13, 14 and 15. Shostakovich 	raced	 toward death as he wrote them, and its 	CT113aga280211.txt	news	manner	verb	past	no	NA	NA		race
1904	52	 exture, which in one mugham, My Spirited Horse, 	raced	 toward full drum-backed gallop. Qasimov and 	WP153sm190212.txt	news	manner	verb	past	yes	translational	no		race
1905	20	  as the cantering melody and plunging key changes 	raced	 towards a sudden, juddering conclusion. Afte	GLR658fm190611.txt	news	manner	verb	past	yes	translational	no		race
2224	36	  poisoning of Gennaro's friends and the terrible 	tumble	 towards Lucrezia's final, self-lacerating a	IR313ap060211.txt	news	Manner + path	N	NA	yes	translational	no		tumble
1097	2703	  that Jullien and his orchestra performed in the  	following	 towns and cities between August 1853 and	19thMR09-6.1_2901a_A.txt	aca	path	verb	ing	no	NA	NA		follow
977	136	 umble of timpani invokes restlessly ascending and 	descending	 tremolos in the strings with an austere	JM25.txt	aca	path	ADJ	ing	yes	translational	no		descend
978	258	 riation, for instance, begins with a sequentially 	descending	 triplet figure of third-related chromat	MA07-26.1:2_801.txt	aca	path	ADJ	ing	yes	translational	no		descend
520	252	  visceral sense of how that opening feels, the 	ascending	 turns in the right hand alternating with	18thM10-7.1_042Xa.txt	aca	path	ADJ	ing	yes	translational	no		ascend
629	3486	 launched into Liszt, and into the empyrean. First 	came	 two concert studies, ‘Waldesrauschen’ and ‘Gn	IR518mc250111.txt	news	path	verb	past	no	NA	NA	programme schedule	come
1115	4093	 , style and sound came perfectly together for the 	following	 two evening concerts. The most magical m	TT308ih200212.txt	news	path	verb	ing	no	NA	NA		follow
151	1838	 -cum-oratorio rarely is in the theatre. This 	approach	 ultimately perverts the work itself. It d	GLR711fm150511.txt	news	path	N	infinitive	no	NA	NA		approach
799	2193	 , and it was no surprise that the ensemble 	came	 unbalanced at several crucial moments as the 	CT415jvr261096.txt	news	path	verb	past	no	translational	NA		come
759	474	 was canceled when its director, Alexander Tairov, 	came	 under criticism for another production. For m	JM12.txt	aca	path	verb	past	no	NA	NA		come
1407	17	  the black slave is small enough to 	crawl	 under the house and listen to his 	WP253am130411.txt	news	manner	verb	infinitive	L	NA	NA		crawl
1976	55	  all things Latino, in a staging that 	staggers	 under the scurf of contemporary Americana	IR317ap230111.txt	news	manner	verb	3_present	no	NA	NA		stagger
1408	14	  Sound of Music when you wanted to 	crawl	 under your seat, but von Otter manages 	TT757as211010.txt	news	manner	verb	infinitive	L	NA	NA		crawl
1420	11	  The Press Gang is typical: a creeping, 	crawling	 undertow of improvised sound – clarinet, 	IR910CDag220411.txt	news	manner	ADJ	ing	yes	Self-contained	no	refers to how a feeling comes at you	crawl
1753	258	 rsifal, a speciality for the Russian maestro, was 	paced	 unerringly, its moments of searing pain vivi	TT257hs050412.txt	news	manner	verb	past_participle	yes	Self-contained	no		pace
399	21	 64  in F,as in the  preceding measure,and 	arriving	 unexpectedly on an apparent minor dominan	BF06spring_biamonte_A.txt	aca	path	verb	ing	yes	translational	no		arrive
2070	125	  his tuba became the still centre of a 	swirling	 universe of exotically reverberating soun	IR971mc041009.txt	news	manner	verb	ing	no	NA	NA		swirl
800	2829	  pauses were fudged to the point that things 	came	 unstuck. The orchestra, easily visibly in the	GLR978km311010.txt	news	path	verb	past	no	translational	NA		come
2149	126	  nonpareil. it has no existence apart from its 	swirling	 up and down and crumbling away over the 	MA04-23.2:3_52.txt	aca	manner	verb	ing	yes	translational	no		swirl
1907	24	  the work is toe-tappingly rhythmic – the oboe 	races	 up and down the scale, three notes to 	GLR901ej211210.txt	news	manner	verb	3_present	yes	translational	no		race
1923	30	 uctor William Lacey at its centre, the production 	raced	 up gantries of scaffolding and whirled about	IR224ap010412.txt	news	manner	verb	past	no	NA	NA		race
612	4312	 downtown audience members. We want those folks to 	come	 up here. No other composer today is as 	NYT301zw160311.txt	news	path	verb	infinitive	L	NA	NA		come
1409	23	 -road 4x4s with outlandishly big tires 	crawl	 up petrified sand dunes; flocks of Cessnas 	WSJ244cfw050912.txt	news	manner	verb	infinitive	L	NA	NA		crawl
1417	2	 , is feeding on smuggled half-hours and 	crawling	 up the trunk of the orchestra tree.30 	JM07.txt	aca	manner	verb	ing	no	NA	NA		crawl
1421	13	  think by this point she’d be 	crawling	 up the wings with boredom. But she 	TT140rc230712.txt	news	manner	verb	ing	no	NA	NA	idomatic?	crawl
1121	3577	 lia's Day (Delphian)      Saturday, 4 August 2012 	following	 up their debut recording of Alexander's 	IR141CDvarious040812.txt	news	path	verb	ing	no	NA	NA		follow
1582	97	 isery had more honesty and bitterness. [His voice] Instead of 	floating	 up to the high notes in Die Liebe 	GLR513ej230911.txt	news	manner	verb	ing	yes	translational	no		float
760	5696	  is a Figaro-like character, the baritone who 	comes	 up with a crafty plan and steers it 	WP227am160511.txt	news	path	verb	3_present	no	NA	NA		come
761	3564	  his father's meat-ship in the Sixties – 	came	 up with the idea: It seemed the perfect 	IR589mc180610.txt	news	path	verb	past	no	NA	NA		come
1754	215	 nd woodwind breathe in on Leonhardt's judiciously 	paced	 upbeats, their performance of Angenehmes Wid	IR1444CDap231207.txt	news	manner	ADJ	past_participle	yes	Self-contained	no	speed is motion	pace
1410	21	 , who as the metamorphosed Brundle had to 	crawl	 upside down on the ceiling, and to 	WSJ182hw071008.txt	news	manner	verb	infinitive	L	NA	NA		crawl
1616	34	 raordinary representation of lightness; the music 	floats	 upward as Kundry is freed from the weight 	MA06-25.3_81.txt	aca	manner	verb	3_present	yes	translational	no		float
1411	6	  crescendo for wind and string instruments that 	crawl	 upward by microtones. The first quarter of 	CT67aga290311.txt	news	manner	verb	infinitive	yes	translational	no		crawl
561	331	  ended with what he described as the soul 	ascending	 upward on a C Major scale, a balance 	WP277am310311.txt	news	path	verb	ing	yes	translational	no		ascend
1430	132	  to be ‘playing something from the abyss that 	floats	 upwards and in the end becomes a halo 	IR568mc260810.txt	news	manner	verb	3_present	no	NA	NA		float
1617	131	  to be playing something from the abyss that 	floats	 upwards and in the end becomes a halo 	IR566mc300810.txt	news	manner	verb	3_present	yes	translational	no		float
2160	128	  a German opera, C – the speed of light (2005), 	swirled	 us around multimedia universes to mark his	GLR766fm030411.txt	news	manner	verb	past	yes	translational	yes	caused motion	swirl
2071	127	  of grey-white walls spins on a revolve, 	swirling	 us through public, private and domestic q	GLR491fm091011.txt	news	manner	verb	ing	no	NA	NA		swirl
521	112	  bar of the minuet, is answered by an 	ascending	 variation - essentially, an elaborated t	MA05-24.3_13.txt	aca	path	ADJ	ing	yes	translational	no		ascend
1674	43	 -composer and organ builder. After Alain's 	meandering	 Variations Sur un Thème de Clément Jane	GLR1203re090510.txt	news	manner	ADJ	ing	yes	Self-contained	no		meander
1984	1	 ashed Bach’s contrapuntal masterpiece against the 	staggering	 variety  of styles and instrumentations	BF04fall_deveauxR.txt	aca	manner	ADJ	ing	no	NA	NA		stagger
2014	57	  of the Berceuse, and a Tarantella of 	staggering	 velocity, he then played the F sharp 	IR606mc190410.txt	news	manner	ADJ	ing	no	NA	NA		stagger
2109	129	 reels in succession. The darker finale juxtaposes 	swirling	 violin figurations with both plainchant a	GLR1189ta170510.txt	news	manner	ADJ	ing	yes	Self-contained	no		swirl
979	24	 o.   Within the extended choralelike section, the 	descending	 violin line seems to  merge into a mutu	BF04spring_knapp_A.txt	aca	path	ADJ	ing	yes	translational	no		descend
1339	1200	 ation’.8  This restrictive  conceptualization has 	gone	 virtually unchallenged until quite recently, 	18thM09-6.2_0066a.txt	aca	path	verb	past_participle	no	NA	NA		go
2015	60	  of such works in the face of 	staggering	 virtuosity, but Kremer looked and sound	IR1160es290108.txt	news	manner	ADJ	ing	no	NA	NA		stagger
2110	130	  Haydn's familiar F-minor Variations into a 	swirling	 virtuoso extravaganza. One of the happy v	NYT249bh011193.txt	news	manner	ADJ	ing	yes	Self-contained	no		swirl
1583	4	 r or harp—arpeggiative, repetitive, supporting a  	floating	 vocal line—should eventually have become 	BF07spring_waltz_A.txt	aca	manner	ADJ	ing	yes	Self-contained	no		float
1584	72	 by Shakespeare's Ophelia. She brought a luminous, 	floating	 vocal quality to Chausson's Chanson perp	CT93jvr040312.txt	news	manner	ADJ	ing	yes	Self-contained	no		float
980	277	  notes of the V7 harmony, and the stepwise 	descending	 voice leading. Many discussions of trit	MA08-27.1_09.txt	aca	path	ADJ	ing	yes	translational	no		descend
1585	190	 mba, and to the exquisitely light inscriptions of 	floating	 voices over hushed harmonies, his precisi	TT152lc160712.txt	news	manner	ADJ	ing	yes	Self-contained	no		float
630	5398	  first since its debut here in 2003. But first 	came	 Wagner's Flying Dutchman overture - a gift fr	TT1004mr300805.txt	news	path	verb	past	no	NA	NA	programme schedule	come
1435	133	 articular time or period, a flimsy abstraction of 	floated	 walls and doors, rooms within rooms, corri	IR647es061011.txt	news	manner	verb	past_participle	L	NA	NA		float
562	322	 of long acquaintance. Vaughan Williams's The Lark 	Ascending	 was a happy choice of companion piece, a	TT892df040706.txt	news	path	verb	ing	exclude			proper name	ascend
152	1873	  by Liszt, and the fastidious grandeur of his 	approach	 was admirably suited to a series of piece	GLR899ta040111.txt	news	path	N	infinitive	no	NA	NA		approach
355	328	  with which the climax of the final Scarbo 	arrived	 was as overwhelming as it was unexpected –	GLR356ac240212.txt	news	path	verb	past	yes	translational	yes		arrive
1856	232	  lethargically slow and drained of drama. But the 	pacing	 was better later, and Mr. Franck brought ta	NYT335zw120112.txt	news	manner	N	ing	yes	Self-contained	no	speed is motion	pace
153	1374	 dagogical intent inform Ferguson’s work. Such an  	approach	 was by no means commonplace in the 1960s 	Tempo10-64.253_264a.txt	aca	path	N	infinitive	no	NA	NA		approach
154	2074	 , and B flat minor blue. But Robertson's 	approach	 was cultural-historical, drawing on the f	IR1324mc031207.txt	news	path	N	infinitive	no	NA	NA		approach
1857	82	  and the rhythms light-footed. Van Zweden's 	pacing	 was generally taut, a good thing in an 80-	CT164jvr111008.txt	news	manner	N	ing	yes	Self-contained	no		pace
1054	3800	  lacking in oomph. The late-night Prom which 	followed	 was just one-15th full: since the |Americ	IR1218mc090909.txt	news	path	verb	past	no	NA	NA		follow
1858	347	  Khristenko knows how to spin a story; his 	pacing	 was mature and unhurried, the dynamic range	WP432rb211210.txt	news	manner	N	ing	yes	Self-contained	no		pace
155	1917	 itory, and once again Maazel's curiously detached 	approach	 was of little help. This was a bizarrely 	GLR1240gh180410.txt	news	path	N	infinitive	no	NA	NA		approach
156	1811	  in the one-act version, is riven. This 	approach	 was often at odds with the intransigence 	GLR471fm231011.txt	news	path	N	infinitive	no	NA	NA		approach
563	305	  is the king of this domain: The Lark 	Ascending	 was recently voted Britain's favourite 	IR886CDag211011.txt	news	path	verb	ing	exclude			proper name	ascend
157	1626	  Prix circuit. The work least harmed by this 	approach	 was Schumann's Faschingsschwank aus Wien	CT210mc120603.txt	news	path	N	infinitive	no	NA	NA		approach
1859	314	 ’s score inside out: rhythms were crisp, the 	pacing	 was spot-on, the detail as clean as 	TT1104rc140610.txt	news	manner	N	ing	yes	Self-contained	no	speed is motion	pace
1062	3581	  War. The tone of the news report that 	followed	 was unsteady, and it was odd not to 	IR159ap150712.txt	news	path	verb	past	no	NA	NA		follow
158	2190	  normally receive, but her more nuanced, spacious 	approach	 was winning in a different way. Counter-t	TT283ih130312.txt	news	path	N	infinitive	no	NA	NA		approach
1860	205	 The AAM musicians played beautifully, but Egarr’s 	pacing	 was wrong, keeping such a brisk momentum th	IR1219mc080909.txt	news	manner	N	ing	yes	Self-contained	no	speed is motion	pace
2054	132	 ccompanying the dislocated ragtime of Fem, or the 	swirling	 water images for Zauberlehrling, The Sorc	GLR691ac250511.txt	news	manner	verb	ing	L	NA	NA		swirl
2035	131	 of Spectromorphology 9 intentions of representing 	swirling	 water, an aural illusion was constructed 	OS11-16.1_385a.txt	aca	manner	ADJ	ing	L	NA	NA		swirl
2185	78	 Hartley's projections, which begin with the clear 	tumbling	 waters of a river and, over the course 	WSJ74hw060711.txt	news	Manner + path	verb	ing	L	NA	NA		tumble
1296	2998	 His Three Piano Pieces (Op. 11), written in 1909, 	goes	 way beyond Wagnerian concepts of chromaticism	NYT92at180912.txt	news	path	verb	3_present	no	NA	NA		go
1091	1784	 ...(25) Clarke then interprets the passage in the 	following	 way: The perceptual effect of the 34-sec	MTO08_14.4_Lafrance&Hawley.txt	aca	path	verb	ing	no	NA	NA		follow
1029	1512	 r his models,61 strengthens the suspicion that he 	followed	 Weelkes’s example here rather than vice v	ML09-90.4_Grazia.txt	aca	path	verb	past	no	NA	NA		follow
1586	147	 realised with dreamlike sensitivity, the clarinet 	floating	 weightlessly over the horn chorus, contra	IR972CDag180909.txt	news	manner	verb	ing	yes	translational	no		float
1451	15	  suave and relaxed body motions, the look of 	floating	 weightlessness, and controlled vitality. 	MA05-24.3_13.txt	aca	manner	ADJ	ing	L	NA	NA		float
1587	17	  pull of the 3/4 metre creating a sense of 	floating	 weightlessness. A far more common type of	MA05-24.3_13.txt	aca	manner	ADJ	ing	yes	Self-contained	no		float
1289	888	 le level of expressivity. When such a performance 	goes	 well, the audience will always realise that s	OS09-14.2_326a.txt	aca	path	verb	3_present	no	NA	NA		go
1079	233	 Musical Association 130 (2005),  74–118.   19.The 	following	 were accessed on 15 August 2006:   http:	BF07spring_drabkin_A.txt	aca	path	verb	ing	no	NA	NA		follow
1071	4151	 aestro 08 Sep 2012 The Richard Strauss songs that 	followed	 were even stranger. Schlechtes Wetter (Dr	TT648ih110912.txt	news	path	verb	past	no	NA	NA		follow
1861	346	 parts had superb intensity. Kalb’s leadership and 	pacing	 were skillful, with a few caveats. He impos	WP420rb080911.txt	news	manner	N	ing	yes	Self-contained	no		pace
1347	1833	  production to a semi-staging was a risk. 	gone	 were the faithfully detailed postwar schoolro	GLR557fm280811.txt	news	path	verb	past_participle	no	NA	NA		go
1103	4163	  magic. For me, music is to do with 	following	 what nature suggests. I want to find out	TT702ih050111.txt	news	path	verb	ing	no	NA	NA		follow
407	45	  ascends or descend when it descends, but  rather 	ascend	 when it descends and descend when it ascend	EMH10-29_Maw_A.txt	aca	path	verb	infinitive	yes	translational	no		ascend
981	104	   as ascending when the upper voice rises and 	descending	 when it falls.90 To   88 Jacques himsel	EMH10-29_Maw_A.txt	aca	path	verb	ing	yes	translational	no		descend
762	2247	 omplete with that heightened sense of detail that 	comes	 when performers adhere to proper scale and b	CT531jvr061091.txt	news	path	verb	3_present	no	NA	NA		come
343	270	  and Chopin in reverence. Eventually  the sad day 	arrives	 when the student, no longer a novice, must	19thMR09-6.2_3104a_A.txt	aca	path	verb	3_present	no	translational	NA		arrive
522	67	 – the progression in each case being regarded  as 	ascending	 when the upper voice rises and descendin	EMH10-29_Maw_A.txt	aca	path	verb	ing	yes	translational	no		ascend
1025	3974	  New Albion, praised Mr. Reed’s willingness to 	follow	 where his ear led him. I’ve definitely 	NYT380ss270708.txt	news	path	verb	infinitive	no	NA	NA		follow
1636	12	  that followed, and let the final one 	meander	 where it chose. With Ravel's ferociously 	IR1290mc240408.txt	news	manner	verb	infinitive	yes	Self-contained	no		meander
788	2449	  the programme. The high point of the Schubert 	came	 where one least expected it, with Du Bist 	GLR87ta140812.txt	news	path	verb	past	yes	translational	yes		come
159	1931	 lways on the pieces' harmonic experimentalism, an 	approach	 which benefited immensely from the rich, 	GLR1301mk030310.txt	news	path	N	infinitive	no	NA	NA		approach
2031	133	  should have stood out more starkly against the 	swirl	 which followed, and there were times when th	IR1237mc270509.txt	news	manner	N	NA	yes	translational	no		swirl
277	31	  can be surmised that each of these works  	arrived	 while it held currency in the prevailing t	EMH09-28_Irving_A.txt	aca	path	verb	past	L	translational	NA		arrive
594	269	 al language alone.36 B Second movement: the motto 	ascends	 While rhythmic and metric processes occupy	20thM09-6.2_174a_A.txt	aca	path	verb	3_present	unclear				ascend
1522	250	 ents, fluttery costumes designed by Han Feng, and 	floating	 white wig also suggested an otherworldly 	WSJ182hw071008.txt	news	manner	ADJ	ing	no	NA	NA		float
564	303	 ividuality of the 16 young soloists; and The Lark 	Ascending	 whose songful chirrupings – beautifully 	IR764es040810.txt	news	path	verb	ing	exclude			proper name	ascend
1014	2154	 attributed to Ciconia's motets. The analyses that 	follow	 will be guided by several questions, such a	PMM09-18.2_039a.txt	aca	path	verb	infinitive	no	NA	NA		follow
1018	4011	 g 1984, Covent Garden will be under pressure to 	follow	 with a high-quality premiere from a compose	NYT514at150505.txt	news	path	verb	infinitive	no	NA	NA		follow
763	1398	 ording to Ottley, recording Robertson’s  Oratorio 	came	 with a price:   But presently, it’s not 	TCS09-1.1_Porcaro.txt	aca	path	verb	past	no	NA	NA		come
764	2858	  Buenos Aires-born composer's work, which also 	comes	 with a reputation for being rather noisy. In	GLR1047ta030910.txt	news	path	verb	3_present	no	NA	NA		come
1639	18	 , sounded lurching and unstable here. The Andante 	meandered	 with a weird pallor, while the finale'	GLR804ta080311.txt	news	manner	verb	past	yes	Self-contained	no		meander
278	608	  a strong impression as Emilio, the suitor who 	arrives	 with an army. Interestingly, of all three 	WSJ188hw210410.txt	news	path	verb	3_present	L	translational	NA		arrive
279	610	 ational competitions; Christopher James Lees, who 	arrived	 with contemporary-music experience in Ohio	WSJ212si290311.txt	news	path	verb	past	L	translational	NA		arrive
1491	92	  more familiar Après un Rêve, and Lydia, both 	floated	 with exquisite finesse and with Manoff alw	GLR239ac110512.txt	news	manner	verb	past_participle	no	NA	NA	transitive	float
280	528	 aptain Daland and his helmsman. When the Dutchman 	arrives	 with his tiny suitcase and strange skin co	TT133mr270712.txt	news	path	verb	3_present	L	translational	NA		arrive
1270	1733	 d, hugely disappointing new Janáček production to 	go	 with it. The Cunning Little Vixen has been 	GLR225ac210512.txt	news	path	verb	infinitive	no	NA	NA		go
1199	2650	  chord of V43/V. The caesura prolongation phrase 	follows	 with its familiar harmony of V7, now with 	18thM10-7.2_47a_A.txt	aca	path	verb	3_present	yes	translational	no		follow
1967	5	 ents descending scalar fragments, their entrances 	staggered	 with respect to one another, and these 	MA03-22.3_15.txt	aca	manner	ADJ	past_participle	yes	Self-contained	no	technical use? Translation: versetzt	stagger
356	374	 visible Mosaic III, another West Coast premiere, 	arrived	 with smashing and crashing bursts of sound	MN81pr200809.txt	news	path	verb	past	yes	translational	yes	there is a ground but it is an optional adverbial of manner	arrive
281	359	  is back to top speed. Daniel Barenboim has ­	arrived	 with the Berlin Staatskapelle and the New 	GLR1338gd310110.txt	news	path	verb	past_participle	L	translational	NA		arrive
1968	16	  whereby two support drums articulate the ups 	staggered	 with the downs, another grouping of two 	MTO10_16.4_Burns.txt	aca	manner	ADJ	past_participle	yes	Self-contained	no	technical use? Translation: versetzt	stagger
765	346	 ance of the verb iubilare in Christian literature 	came	 with the earliest Latin versions of  the Psal	EMH10-29_Marsh_A.txt	aca	path	verb	past	no	NA	NA		come
357	525	 omething on a bigger emotional canvas, which duly 	arrived	 with the final piece, Maurice Durufle’s Re	TT64ih220811.txt	news	path	verb	past	yes	translational	yes		arrive
358	404	  opéra buffa by the time clarinets and bassoons 	arrived	 with the finale’s march tune. But the 	IR629es170412.txt	news	path	verb	past	yes	translational	yes		arrive
344	230	 t call Carter’s mature style,  which conclusively 	arrived	 with the First String  Quartet in 1951. Th	Tempo09-63.250_370a_CD.txt	aca	path	verb	past	no	translational	NA		arrive
408	47	  the discant may descend with  the tenor or 	ascend	 with the same. For much attention should be	EMH10-29_Maw_A.txt	aca	path	verb	infinitive	yes	translational	no		ascend
789	1712	 t Op. 4  No. 2.) The clearest  reference to Haydn 	comes	 with the Trio in No. 3, which strongly recal	18thM10-7.2_163a_E.txt	aca	path	verb	3_present	yes	translational	yes		come
1781	110	  alive who can put a Steinway through its 	paces	 with the virtuosic brilliance and supple poe	CT595jvr240209.txt	news	manner	noun	3_present	no	NA	NA	idiomatic	pace
766	2375	 DE 1207-2) None Ondine 2012 This recording should 	come	 with the warning too hot to handle, such 	GCDR107va050212.txt	news	path	verb	infinitive	no	NA	NA		come
1345	3928	  tunes of The Magnificent Seven and Steiner's 	gone	 with the Wind failed to rise above their 	TT1077mr160801.txt	news	path	verb	past_participle	no	NA	NA		go
2180	50	  and space” to the inner temple the rock 	tumbles	 with them and the upward sweep of Raimund 	IR706es170211.txt	news	Manner + path	verb	3_present	L	NA	NA		tumble
2218	39	  its measured embrace of silence in the Prelude, 	tumbling	 with urgency in Act II, wretched with mis	IR353ap031010.txt	news	Manner + path	verb	ing	yes	Self-contained	no		tumble
1862	57	 sically. Particularly impressive is the  dramatic 	pacing	 within and especially between movements. Ho	18thM10-7.2_205a_CD.txt	aca	manner	N	ing	yes	Self-contained	no		pace
599	343	 ternal—envisioned as a melody that blossoms and 	ascends	 without end. The links between these fea	WSJ207si150512.txt	news	path	verb	3_present	yes	translational	no		ascend
